Geneid	Chr	Start	End	Strand	Length	data/BAM_sorted/A-B-1_sorted.bam	data/BAM_sorted/A-B-2_sorted.bam	data/BAM_sorted/A-F-1_sorted.bam	data/BAM_sorted/A-F-2_sorted.bam	data/BAM_sorted/A-R-1_sorted.bam	data/BAM_sorted/A-R-2_sorted.bam	data/BAM_sorted/M-B-1_sorted.bam	data/BAM_sorted/M-B-2_sorted.bam	data/BAM_sorted/M-F-1_sorted.bam	data/BAM_sorted/M-F-2_sorted.bam	data/BAM_sorted/M-R-1_sorted.bam	data/BAM_sorted/M-R-2_sorted.bam	data/BAM_sorted/P-1_sorted.bam	data/BAM_sorted/P-2_sorted.bam
BW25113_RS20360	NZ_CP009273.1	4103657	4104400	-	744	1464	1919	1237	1491	1355	1835	2005	1792	1717	2735	1643	2140	2247	2062
BW25113_RS20365	NZ_CP009273.1	4104500	4105507	-	1008	3487	5109	2992	4110	3262	4964	3397	2817	3104	6128	3448	4112	1943	1780
BW25113_RS20370	NZ_CP009273.1	4105645	4107150	-	1506	337	475	256	387	279	368	23603	19133	20838	24218	22329	45962	1339	1183
BW25113_RS20375	NZ_CP009273.1	4107176	4108018	-	843	101	186	130	191	145	175	14689	11636	13019	17797	14719	22740	576	538
BW25113_RS20380	NZ_CP009273.1	4108443	4108685	+	243	989	1753	840	1317	961	1390	1598	1527	1489	2832	1466	2049	1734	1518
BW25113_RS20385	NZ_CP009273.1	4108776	4109258	-	483	883	1326	740	1114	738	1140	1183	978	874	1618	934	1283	1755	1721
BW25113_RS20390	NZ_CP009273.1	4109354	4110277	-	924	756	1218	668	1081	780	1024	421	373	464	778	371	355	781	707
BW25113_RS20395	NZ_CP009273.1	4110347	4111675	-	1329	5255	9614	4733	7710	5399	7842	5288	5148	6069	10287	5314	9044	10106	9129
BW25113_RS20400	NZ_CP009273.1	4111688	4112215	-	528	1807	3418	1637	2493	1778	2600	1692	1654	2053	3834	1613	3147	3763	3439
BW25113_RS20405	NZ_CP009273.1	4112311	4113267	-	957	2171	3394	1928	2632	1869	2761	2756	2203	2889	5165	2445	2947	2497	2399
BW25113_RS20410	NZ_CP009273.1	4113362	4114384	-	1023	1554	2515	1523	1964	1601	2255	6651	5861	6802	11002	6540	7195	2714	2701
BW25113_RS20415	NZ_CP009273.1	4114543	4116738	-	2196	1476	2036	1234	1583	1214	1704	692	492	626	1250	536	556	1397	1417
BW25113_RS20420	NZ_CP009273.1	4116941	4117150	+	210	12241	18525	11076	17566	12796	18469	8388	7827	7995	13919	7907	6924	9792	8963
BW25113_RS20425	NZ_CP009273.1	4117217	4117822	-	606	477	665	499	598	463	464	232	198	246	372	170	238	301	324
BW25113_RS20430	NZ_CP009273.1	4118009	4118323	-	315	1529	2200	1274	1951	1396	1890	1169	1198	1132	2478	1020	1269	1648	1602
BW25113_RS20435	NZ_CP009273.1	4118600	4119757	+	1158	385	659	500	810	1909	2489	262	252	297	407	437	552	412	320
BW25113_RS20440	NZ_CP009273.1	4119763	4122192	+	2430	2556	3818	3487	5247	13619	19644	1458	1295	1570	3479	3115	4003	1971	1928
BW25113_RS20450	NZ_CP009273.1	4122544	4123431	+	888	163	255	208	314	586	691	102	130	152	165	115	128	198	168
BW25113_RS20455	NZ_CP009273.1	4123763	4125940	+	2178	11566	9136	11700	13240	21048	15106	47205	31985	39133	42451	30101	79363	30785	28082
BW25113_RS20460	NZ_CP009273.1	4126036	4126938	+	903	346	436	373	439	437	469	631	449	546	575	361	638	569	559
BW25113_RS20465	NZ_CP009273.1	4126971	4127585	-	615	52	73	56	61	49	62	52	51	42	69	38	60	73	71
BW25113_RS20475	NZ_CP009273.1	4127863	4128963	-	1101	1032	1304	611	1018	846	1528	2261	1548	1891	3118	1975	4057	4290	3839
BW25113_RS20480	NZ_CP009273.1	4128977	4129636	-	660	36	54	63	77	229	319	203	216	215	239	178	495	123	121
BW25113_RS20485	NZ_CP009273.1	4129651	4132149	-	2499	88	117	86	144	491	803	701	683	641	1302	714	1169	224	232
BW25113_RS20490	NZ_CP009273.1	4132458	4133534	+	1077	9	16	19	15	19	28	138	125	136	239	145	137	43	31
BW25113_RS20495	NZ_CP009273.1	4133552	4133869	+	318	2	4	2	5	9	8	26	33	34	66	47	35	13	9
BW25113_RS20500	NZ_CP009273.1	4133923	4136217	+	2295	101	157	96	146	104	126	365	373	343	564	328	444	184	190
BW25113_RS20505	NZ_CP009273.1	4136186	4137061	+	876	36	67	27	63	48	42	77	83	80	122	55	141	60	56
BW25113_RS20510	NZ_CP009273.1	4137066	4137404	+	339	23	36	13	31	14	33	32	40	29	71	18	36	34	34
BW25113_RS20515	NZ_CP009273.1	4137397	4138245	-	849	262	404	210	264	246	297	372	320	339	575	344	391	368	361
BW25113_RS20520	NZ_CP009273.1	4138463	4140193	-	1731	1984	3410	1946	2682	2008	2562	1127	904	1174	2163	1138	764	2096	2026
BW25113_RS20525	NZ_CP009273.1	4140378	4143026	-	2649	7611	11211	6642	8062	7400	10379	11992	10026	11607	18042	11480	18155	10949	10203
BW25113_RS20535	NZ_CP009273.1	4143627	4144775	-	1149	575	689	396	486	502	544	758	626	644	1156	584	914	753	735
BW25113_RS20540	NZ_CP009273.1	4144929	4145930	+	1002	123	134	82	135	72	123	136	167	107	132	93	196	229	207
BW25113_RS20545	NZ_CP009273.1	4145941	4146714	+	774	123	185	98	119	104	136	163	138	128	210	129	223	315	257
BW25113_RS20550	NZ_CP009273.1	4146778	4148148	+	1371	514	564	353	476	493	484	406	369	413	703	331	604	795	795
BW25113_RS20555	NZ_CP009273.1	4148418	4149332	+	915	1312	1728	950	1406	1271	1600	1932	1694	1575	3216	1765	2545	2405	2169
BW25113_RS20560	NZ_CP009273.1	4149321	4150718	-	1398	579	715	522	645	522	717	2787	2276	2532	2611	2768	5100	2325	2182
BW25113_RS20565	NZ_CP009273.1	4151049	4151696	+	648	1688	2307	1480	2055	1584	2263	2297	1936	2183	3255	1998	2419	1829	1882
BW25113_RS20570	NZ_CP009273.1	4151699	4152055	+	357	1417	1747	1072	1641	1296	1842	3453	2982	3249	5195	2921	4697	2381	2210
BW25113_RS20575	NZ_CP009273.1	4152101	4153198	-	1098	2077	2744	1682	2586	1896	2553	857	766	815	1386	718	801	1764	1622
BW25113_RS20580	NZ_CP009273.1	4153567	4155408	+	1842	2512	4016	2336	3668	2734	4129	4195	4201	4597	6408	4272	6325	3389	3075
BW25113_RS20585	NZ_CP009273.1	4155356	4156210	+	855	2652	3923	2417	3180	2473	3369	3263	2869	3026	5236	3015	3462	2814	2534
BW25113_RS20610	NZ_CP009273.1	4161985	4163010	+	1026	1619	2219	1389	1927	1476	1852	971	814	1002	1474	902	1068	1439	1319
BW25113_RS20615	NZ_CP009273.1	4163010	4163972	+	963	546	907	535	844	541	825	339	307	347	655	368	317	629	521
BW25113_RS20620	NZ_CP009273.1	4164007	4164954	-	948	1348	1992	1210	1599	1386	1821	1475	1095	1400	1921	1280	1368	1639	1668
BW25113_RS20650	NZ_CP009273.1	4165872	4167053	+	1182	114295	187447	106285	159583	125535	168109	93903	86582	86221	193112	91768	91906	115045	108227
BW25113_RS20655	NZ_CP009273.1	4167286	4167666	+	381	8071	12233	7194	10605	8332	11128	2976	2452	2708	6028	2498	2520	7402	7404
BW25113_RS20660	NZ_CP009273.1	4167671	4168213	+	543	4613	7074	3923	6249	4584	6307	2154	1757	1813	4384	1843	1771	4181	4042
BW25113_RS20665	NZ_CP009273.1	4168375	4168800	+	426	35483	57063	34094	50230	42719	54800	15798	15050	15257	35193	16916	8119	23176	21077
BW25113_RS20670	NZ_CP009273.1	4168807	4169508	+	702	61805	105896	61066	95116	75016	102355	30806	29427	29384	77312	33371	16048	42826	38654
BW25113_RS20675	NZ_CP009273.1	4169924	4170418	+	495	63812	99951	61623	91765	74235	102975	39459	30408	33319	66743	40097	26819	46068	42916
BW25113_RS20680	NZ_CP009273.1	4170488	4170850	+	363	35707	56426	33885	51686	42488	60435	23044	17564	19034	36164	22309	15410	27357	25006
BW25113_RS20685	NZ_CP009273.1	4171173	4175198	+	4026	71125	125876	65220	105885	80929	115069	44941	39058	39756	94433	46852	34591	53549	47374
BW25113_RS20690	NZ_CP009273.1	4175278	4179498	+	4221	74725	134916	69737	121002	84299	124490	69046	61080	59880	155065	65915	60779	60677	55333
BW25113_RS20695	NZ_CP009273.1	4179714	4180250	+	537	199	289	173	285	212	216	159	145	175	231	152	142	218	247
BW25113_RS20700	NZ_CP009273.1	4180666	4181796	-	1131	3140	3369	2753	3447	4850	6435	2835	2031	1767	5121	3109	3074	4162	3775
BW25113_RS20705	NZ_CP009273.1	4181796	4182563	-	768	2145	2636	1922	2481	3126	4439	2030	1400	1335	4118	2323	2470	3239	2886
BW25113_RS20710	NZ_CP009273.1	4182568	4182765	-	198	419	462	397	440	768	824	366	257	245	593	471	485	550	505
BW25113_RS20715	NZ_CP009273.1	4182752	4183504	-	753	2179	2722	1890	2682	3408	4727	1877	1404	1317	3711	2381	2404	3285	2904
BW25113_RS20720	NZ_CP009273.1	4183500	4184132	-	633	2221	2428	1919	2362	3648	4718	1768	1343	1273	3702	2262	2504	3174	2731
BW25113_RS20725	NZ_CP009273.1	4184135	4186027	-	1893	12371	13052	10386	12172	20682	24742	8818	7614	6301	20060	10890	13437	16143	14090
BW25113_RS20730	NZ_CP009273.1	4186263	4186736	-	474	257	325	190	269	282	381	852	714	721	1010	770	1063	615	573
BW25113_RS20735	NZ_CP009273.1	4186831	4187601	+	771	1016	1471	904	1237	969	1300	732	626	687	1361	680	690	1207	1183
BW25113_RS20740	NZ_CP009273.1	4187644	4188705	+	1062	2073	3143	1775	2524	1926	2637	2112	1791	1906	3778	2054	2460	2477	2275
BW25113_RS20745	NZ_CP009273.1	4188718	4189386	+	669	890	1288	672	1010	682	1116	907	478	734	1321	710	892	1018	944
BW25113_RS20750	NZ_CP009273.1	4189432	4190019	+	588	1522	2139	1316	1793	1431	1883	1078	1071	1080	1711	1043	1138	1525	1342
BW25113_RS20755	NZ_CP009273.1	4190209	4190478	+	270	7564	9925	6406	8424	7186	9276	11572	10333	10486	14505	11063	15197	9706	9422
BW25113_RS20760	NZ_CP009273.1	4190494	4191186	+	693	799	1231	703	1037	859	1055	1217	1001	1112	1960	1029	1106	949	989
BW25113_RS20765	NZ_CP009273.1	4191194	4191616	-	423	24	72	32	45	36	68	45	37	34	107	27	40	50	36
BW25113_RS20770	NZ_CP009273.1	4191854	4193248	+	1395	396	520	288	447	284	404	1236	1013	1047	2101	1100	1330	366	374
BW25113_RS20775	NZ_CP009273.1	4193248	4194570	+	1323	556	769	455	798	418	698	1198	961	1024	2285	937	1329	831	819
BW25113_RS20780	NZ_CP009273.1	4194573	4195859	-	1287	363	504	327	468	414	580	369	346	330	640	306	338	608	592
BW25113_RS20785	NZ_CP009273.1	4195874	4197460	-	1587	448	671	432	521	511	742	352	406	308	681	323	319	980	892
BW25113_RS20810	NZ_CP009273.1	4203162	4203542	+	381	114	127	101	127	121	130	50	32	48	62	20	36	90	88
BW25113_RS20815	NZ_CP009273.1	4203611	4204051	-	441	107	144	88	137	94	123	96	93	98	197	65	92	161	154
BW25113_RS20820	NZ_CP009273.1	4204208	4205134	+	927	98	154	101	114	96	92	115	129	124	229	109	185	184	140
BW25113_RS20825	NZ_CP009273.1	4205406	4207004	+	1599	1230	1584	892	1217	975	1252	3240	3444	3484	4850	3312	7924	3722	3325
BW25113_RS20830	NZ_CP009273.1	4207037	4208338	+	1302	828	1206	669	927	739	928	2164	2290	2311	3482	2060	5403	3168	2982
BW25113_RS20835	NZ_CP009273.1	4208524	4210257	+	1734	205	290	213	234	212	231	415	345	335	385	283	804	562	561
BW25113_RS20840	NZ_CP009273.1	4210232	4212415	-	2184	85	106	63	106	80	84	19	25	40	32	20	40	58	47
BW25113_RS20845	NZ_CP009273.1	4212735	4213556	-	822	2577	3398	2152	2920	2231	2964	2434	2075	2316	3654	1962	2526	2405	2310
BW25113_RS20850	NZ_CP009273.1	4213756	4217436	+	3681	1465	2124	1266	1665	1415	1844	4051	3161	3419	5683	3385	5255	3677	3496
BW25113_RS20855	NZ_CP009273.1	4217659	4219287	+	1629	417	567	355	496	382	462	648	505	550	1011	522	733	507	509
BW25113_RS20860	NZ_CP009273.1	4219384	4220070	-	687	4332	6045	3445	4855	3841	5554	6448	6179	6578	13497	7025	9850	3158	3073
BW25113_RS20865	NZ_CP009273.1	4220282	4221151	+	870	728	1155	637	797	708	1006	1048	915	978	1641	963	1240	1160	1127
BW25113_RS20870	NZ_CP009273.1	4221290	4221559	-	270	226	337	196	242	256	338	373	361	263	389	311	458	525	452
BW25113_RS20875	NZ_CP009273.1	4221815	4223161	-	1347	1479	2470	1309	1832	1465	2104	3203	2811	3477	4559	2643	4401	2518	2350
BW25113_RS20880	NZ_CP009273.1	4223686	4225332	+	1647	16065	24668	14565	19513	16234	21801	10852	10014	9999	22227	11043	12225	13595	12569
BW25113_RS20885	NZ_CP009273.1	4225834	4226073	+	240	16	18	10	16	6	28	12	5	11	13	8	17	23	26
BW25113_RS20890	NZ_CP009273.1	4226190	4226825	+	636	4	12	7	13	7	5	14	6	8	13	1	4	10	11
BW25113_RS20895	NZ_CP009273.1	4226825	4227559	+	735	13	20	10	11	7	12	3	5	14	9	9	8	8	14
BW25113_RS20900	NZ_CP009273.1	4227562	4229655	+	2094	60	100	59	65	43	61	66	75	44	110	46	67	109	107
BW25113_RS25330	NZ_CP009273.1	4229708	4229983	-	276	4	3	3	4	7	3	14	5	11	4	4	7	6	8
BW25113_RS25900	NZ_CP009273.1	4229984	4230124	+	141	0	3	3	0	1	0	4	1	0	3	0	3	0	2
BW25113_RS20920	NZ_CP009273.1	4230253	4230660	+	408	20	35	16	24	19	27	10	8	8	4	5	4	27	35
BW25113_RS20925	NZ_CP009273.1	4230710	4232182	-	1473	40	64	45	51	46	40	78	62	99	89	54	184	187	178
BW25113_RS20930	NZ_CP009273.1	4232557	4233444	-	888	112	133	151	167	96	106	4271	2935	4355	2856	1621	10519	8918	8035
BW25113_RS20935	NZ_CP009273.1	4233462	4235003	-	1542	211	270	352	442	217	275	15557	10813	15032	11165	7532	31661	17053	16049
BW25113_RS20940	NZ_CP009273.1	4235160	4236347	-	1188	621	628	990	1069	565	645	45164	32005	43568	30356	25539	90765	99748	91191
BW25113_RS20950	NZ_CP009273.1	4236712	4237824	+	1113	387	291	613	671	274	331	56240	35041	47108	37236	32696	83321	31193	29990
BW25113_RS20955	NZ_CP009273.1	4237899	4239236	+	1338	719	549	1149	1148	599	597	56015	35247	52113	32852	24125	129484	89947	79760
BW25113_RS20960	NZ_CP009273.1	4239482	4240399	+	918	290	264	362	365	237	281	9176	5932	10163	4613	3360	28434	6947	6427
BW25113_RS20970	NZ_CP009273.1	4240631	4242208	+	1578	16	31	19	21	27	21	44	16	12	17	6	47	75	74
BW25113_RS20975	NZ_CP009273.1	4242434	4242928	+	495	344	441	249	405	331	461	639	410	450	864	525	615	403	423
BW25113_RS20980	NZ_CP009273.1	4242944	4243813	+	870	476	697	329	522	436	645	768	551	632	938	674	816	653	600
BW25113_RS20985	NZ_CP009273.1	4243974	4246394	-	2421	7061	10454	6098	8436	5952	8517	8371	7093	8182	16209	7337	8861	8286	8003
BW25113_RS20990	NZ_CP009273.1	4246565	4246930	+	366	648	988	563	846	862	1185	571	461	533	1003	558	492	797	753
BW25113_RS20995	NZ_CP009273.1	4247043	4247648	+	606	1825	2544	1649	2375	2032	2587	1956	1620	1563	2404	1687	1797	2465	2541
BW25113_RS21000	NZ_CP009273.1	4247724	4249046	+	1323	904	1423	826	1258	1015	1296	701	430	672	1255	496	592	1010	1028
BW25113_RS21005	NZ_CP009273.1	4249165	4249371	+	207	163	198	148	198	151	197	167	151	118	193	106	166	373	373
BW25113_RS21010	NZ_CP009273.1	4249419	4249931	-	513	608	863	550	746	540	762	561	465	445	871	481	540	755	776
BW25113_RS21020	NZ_CP009273.1	4250249	4251231	+	983	4	2	3	2	3	3	4	2	2	1	1	5	5	4
BW25113_RS21025	NZ_CP009273.1	4251597	4252631	+	1035	1294	1861	1134	1608	1217	1572	557	363	572	943	381	430	1127	1088
BW25113_RS21030	NZ_CP009273.1	4252768	4253007	+	240	45	49	26	48	34	36	14	19	14	26	25	16	47	51
BW25113_RS21035	NZ_CP009273.1	4253179	4254159	-	981	395	473	272	318	354	443	985	901	805	1239	731	1317	1394	1185
BW25113_RS21040	NZ_CP009273.1	4254242	4255654	+	1413	4991	6765	4201	5791	4482	6065	2762	2222	2547	5202	2177	2073	4042	3869
BW25113_RS21045	NZ_CP009273.1	4255710	4256786	+	1077	2309	3564	2070	3050	2052	3035	1636	1431	1644	3206	1434	1666	1937	2014
BW25113_RS21050	NZ_CP009273.1	4257042	4258232	+	1191	1049	1297	779	1062	973	1241	1370	1056	1140	1679	1071	1607	1325	1248
BW25113_RS26020	NZ_CP009273.1	4258740	4258940	-	201	0	2	2	3	1	1	1	0	0	0	1	2	0	2
BW25113_RS21060	NZ_CP009273.1	4259342	4260052	+	711	356	485	335	449	337	447	7477	6218	6751	8416	6535	9490	1874	1557
BW25113_RS21065	NZ_CP009273.1	4260166	4260579	+	414	1213	1569	965	1102	654	891	1926	1949	1898	2725	1622	2577	1900	1726
BW25113_RS21070	NZ_CP009273.1	4260586	4260939	+	354	469	719	357	450	240	360	730	764	737	1117	678	1022	793	779
BW25113_RS21075	NZ_CP009273.1	4260980	4263799	-	2820	3296	4807	2823	3794	3091	3990	2499	2117	2416	4532	2083	2919	6405	6158
BW25113_RS21080	NZ_CP009273.1	4264053	4264586	+	534	599	1305	402	1155	397	1284	1007	369	715	1009	835	1225	1334	1147
BW25113_RS21085	NZ_CP009273.1	4264691	4264969	-	279	293	369	211	316	260	268	46	59	49	75	46	37	156	165
BW25113_RS21090	NZ_CP009273.1	4265399	4266982	+	1584	109	132	67	91	90	116	132	133	118	152	68	119	207	212
BW25113_RS21095	NZ_CP009273.1	4266991	4267311	-	321	79	141	66	92	80	73	140	152	150	207	121	108	293	329
BW25113_RS21100	NZ_CP009273.1	4267397	4267858	+	462	42	87	36	77	50	56	52	42	36	104	44	57	89	93
BW25113_RS21105	NZ_CP009273.1	4268407	4269753	+	1347	344	447	245	421	306	478	165	140	108	371	111	89	715	663
BW25113_RS21110	NZ_CP009273.1	4269908	4271554	+	1647	752	1022	612	868	677	936	1206	923	1043	1872	958	1491	1419	1449
BW25113_RS21115	NZ_CP009273.1	4271714	4273003	-	1290	8	11	5	14	4	11	9	6	7	2	2	3	9	17
BW25113_RS21120	NZ_CP009273.1	4273184	4274830	-	1647	66	91	31	59	41	64	71	88	54	114	59	61	202	204
BW25113_RS21125	NZ_CP009273.1	4274830	4275141	-	312	5	6	5	6	8	9	5	16	10	11	6	16	28	24
BW25113_RS21130	NZ_CP009273.1	4275344	4277299	-	1956	50	55	31	43	42	33	185	161	131	215	112	178	430	338
BW25113_RS21135	NZ_CP009273.1	4277692	4279125	+	1434	824	1121	621	992	637	884	2054	2302	1795	3358	1862	4995	3792	3388
BW25113_RS21140	NZ_CP009273.1	4279173	4279736	+	564	276	408	194	301	209	243	527	545	536	802	474	1359	1103	951
BW25113_RS21145	NZ_CP009273.1	4279736	4280404	+	669	217	350	158	254	174	269	342	302	348	600	313	857	855	783
BW25113_RS21150	NZ_CP009273.1	4280404	4281357	+	954	338	510	243	445	246	406	373	435	388	746	369	1050	1412	1290
BW25113_RS21155	NZ_CP009273.1	4281380	4283095	+	1716	135	213	139	162	145	206	144	117	126	228	104	235	397	389
BW25113_RS21160	NZ_CP009273.1	4283091	4283471	+	381	23	63	19	38	41	44	18	25	28	46	16	55	69	82
BW25113_RS21165	NZ_CP009273.1	4283471	4284064	+	594	75	94	52	82	69	75	52	57	44	74	44	65	122	161
BW25113_RS21170	NZ_CP009273.1	4284409	4285719	+	1311	711	1101	694	958	609	948	573	503	462	739	411	493	846	887
BW25113_RS21175	NZ_CP009273.1	4286256	4286942	-	687	277	400	265	330	256	294	304	322	313	361	199	342	599	508
BW25113_RS21180	NZ_CP009273.1	4287039	4289183	-	2145	62277	86904	54513	75598	54979	75453	54709	46360	57145	102295	56045	55380	19839	19280
BW25113_RS21190	NZ_CP009273.1	4289384	4290847	-	1464	21	36	23	38	27	25	26	20	29	48	19	31	26	33
BW25113_RS21195	NZ_CP009273.1	4290847	4292895	-	2049	55	86	78	61	40	48	88	78	87	164	56	106	104	105
BW25113_RS21200	NZ_CP009273.1	4292898	4293926	-	1029	28	37	24	18	9	29	63	49	80	106	61	52	39	43
BW25113_RS21205	NZ_CP009273.1	4293948	4294220	-	273	4	3	0	2	2	1	1	1	2	4	1	4	4	0
BW25113_RS21210	NZ_CP009273.1	4294432	4296414	-	1983	17	24	20	32	18	19	19	22	13	30	15	34	32	31
BW25113_RS21215	NZ_CP009273.1	4296690	4297616	-	927	68	82	72	80	69	68	250	248	224	223	127	650	117	127
BW25113_RS21220	NZ_CP009273.1	4297603	4298295	-	693	24	32	12	40	32	36	225	207	193	169	126	548	52	41
BW25113_RS21225	NZ_CP009273.1	4298309	4299286	-	978	35	56	42	46	41	45	323	291	249	331	307	535	70	100
BW25113_RS21230	NZ_CP009273.1	4299268	4300797	-	1530	44	41	19	63	44	23	426	371	383	427	436	554	55	41
BW25113_RS21235	NZ_CP009273.1	4300927	4301859	-	933	86	102	58	94	69	101	1088	1041	1089	1561	1196	1663	125	132
BW25113_RS21240	NZ_CP009273.1	4301921	4302808	-	888	419	623	385	516	461	620	1640	1445	1457	2419	1751	1839	718	670
BW25113_RS21245	NZ_CP009273.1	4303167	4303613	+	447	27	29	21	24	16	18	91	49	69	94	77	91	28	35
BW25113_RS21250	NZ_CP009273.1	4303685	4304011	+	327	46	62	29	35	33	56	109	84	121	160	88	99	92	77
BW25113_RS21255	NZ_CP009273.1	4304164	4304919	-	756	59	115	71	101	66	99	115	83	89	154	78	112	182	191
BW25113_RS21260	NZ_CP009273.1	4304924	4305355	-	432	73	85	47	73	50	70	77	67	75	131	73	98	131	179
BW25113_RS21265	NZ_CP009273.1	4305345	4305899	-	555	10	10	7	13	5	11	12	3	14	12	9	20	17	15
BW25113_RS21270	NZ_CP009273.1	4305902	4307035	-	1134	20	41	14	34	12	35	32	10	34	42	26	38	42	46
BW25113_RS21275	NZ_CP009273.1	4307035	4307712	-	678	92	114	65	112	43	104	121	71	86	195	66	105	130	116
BW25113_RS21280	NZ_CP009273.1	4307826	4308581	-	756	27	22	17	26	13	15	24	20	26	51	16	23	25	22
BW25113_RS21285	NZ_CP009273.1	4308581	4309423	-	843	8	19	8	18	9	8	20	10	10	35	9	14	17	20
BW25113_RS21290	NZ_CP009273.1	4309419	4310480	-	1062	9	17	4	12	2	8	10	5	13	25	7	11	15	21
BW25113_RS21295	NZ_CP009273.1	4310483	4311064	-	582	13	17	11	29	9	18	8	4	7	24	11	9	17	11
BW25113_RS21300	NZ_CP009273.1	4311064	4311513	-	450	7	8	4	13	4	4	6	1	4	6	4	8	8	11
BW25113_RS21305	NZ_CP009273.1	4311517	4312239	-	723	8	13	3	12	1	9	9	0	3	6	5	9	12	9
BW25113_RS21310	NZ_CP009273.1	4312263	4313047	-	785	16	13	7	15	4	11	8	7	7	20	12	15	17	21
BW25113_RS21315	NZ_CP009273.1	4313156	4314169	-	1014	7	8	3	8	4	7	7	4	6	8	1	7	11	9
BW25113_RS21320	NZ_CP009273.1	4314197	4314982	-	786	4	11	6	13	4	7	9	4	9	15	9	9	11	9
BW25113_RS21325	NZ_CP009273.1	4315118	4315558	-	441	23	9	18	6	8	8	25	23	20	37	18	28	59	70
BW25113_RS21330	NZ_CP009273.1	4316219	4316551	-	333	1131	1424	873	1197	978	1195	485	449	413	1105	435	333	1127	1269
BW25113_RS21335	NZ_CP009273.1	4316952	4319177	+	2226	78	127	62	79	77	92	117	94	93	142	75	136	2406	2236
BW25113_RS21340	NZ_CP009273.1	4319177	4320052	+	876	27	44	20	40	30	34	25	26	21	51	24	33	4434	4276
BW25113_RS21345	NZ_CP009273.1	4320319	4321818	+	1500	3014	3371	2659	3139	3226	3101	1115	1099	908	1400	636	1321	5481	5531
BW25113_RS21350	NZ_CP009273.1	4321933	4322019	+	87	36	53	35	44	60	49	14	15	14	27	8	27	120	93
BW25113_RS21355	NZ_CP009273.1	4322001	4323098	-	1098	416	606	353	453	267	399	511	459	499	857	481	519	593	553
BW25113_RS21360	NZ_CP009273.1	4323102	4323767	-	666	374	561	325	400	270	338	611	511	512	1170	547	697	647	571
BW25113_RS21365	NZ_CP009273.1	4323767	4325407	-	1641	369	529	244	312	144	188	175	176	191	333	134	141	469	500
BW25113_RS21370	NZ_CP009273.1	4325514	4326848	-	1335	3614	5987	2540	3379	1425	1955	4574	4699	3947	7490	4114	4369	5747	5636
BW25113_RS21375	NZ_CP009273.1	4326988	4327746	-	759	787	884	526	664	517	598	600	545	422	630	419	725	3189	2895
BW25113_RS21380	NZ_CP009273.1	4328074	4330338	-	2265	3934	7105	3320	4103	1600	2001	6216	5443	6174	8940	4923	6842	4962	4783
BW25113_RS21385	NZ_CP009273.1	4330540	4331445	-	906	160	223	143	239	139	223	2311	2260	2210	4565	2277	2194	520	449
BW25113_RS21395	NZ_CP009273.1	4331728	4333080	+	1353	75	90	65	78	58	66	3369	3027	3987	2226	1541	11606	18695	17297
BW25113_RS21400	NZ_CP009273.1	4333186	4334604	+	1419	128	207	156	167	120	171	618	623	806	509	264	2645	5520	4869
BW25113_RS21405	NZ_CP009273.1	4334749	4335375	-	627	119	234	132	193	128	163	161	175	164	277	130	225	386	334
BW25113_RS21410	NZ_CP009273.1	4335500	4337143	-	1644	14120	21457	12839	17147	13149	16949	17700	19391	20051	37307	17850	25356	16996	15616
BW25113_RS21415	NZ_CP009273.1	4337224	4338561	-	1338	8781	13157	7238	10188	7283	10585	11187	12254	12253	25464	11395	15269	12986	12121
BW25113_RS21425	NZ_CP009273.1	4339135	4339851	-	717	547	784	533	686	488	653	897	954	857	1591	773	973	849	755
BW25113_RS21430	NZ_CP009273.1	4339851	4341479	-	1629	527	843	527	747	514	732	527	387	454	674	387	496	672	662
BW25113_RS21435	NZ_CP009273.1	4341660	4341887	+	228	23	25	10	17	19	20	42	37	28	44	14	44	68	59
BW25113_RS21440	NZ_CP009273.1	4341902	4342171	+	270	17	17	11	7	9	13	12	16	8	22	13	14	40	40
BW25113_RS21445	NZ_CP009273.1	4342401	4342694	+	294	346	440	229	285	251	349	315	366	296	274	303	473	345	261
BW25113_RS21450	NZ_CP009273.1	4342725	4342895	+	171	216	334	170	227	165	260	207	211	210	221	206	341	294	253
BW25113_RS21455	NZ_CP009273.1	4343020	4344534	-	1515	18539	27239	15287	21553	17229	22779	27358	26433	25554	41065	21941	36887	33448	30497
BW25113_RS21460	NZ_CP009273.1	4344774	4346228	-	1455	178	334	155	218	187	207	194	259	171	342	106	210	185	204
BW25113_RS21465	NZ_CP009273.1	4346290	4348434	-	2145	4264	9800	3154	5783	4142	5867	8458	9836	7364	16589	4681	11444	7413	6472
BW25113_RS21470	NZ_CP009273.1	4348517	4349848	-	1332	1248	2800	1057	1805	1443	2153	1457	1895	1233	3662	913	2114	2288	1917
BW25113_RS21475	NZ_CP009273.1	4350216	4351751	-	1536	1139	1752	1004	1451	1093	1476	444	377	411	641	469	441	919	768
BW25113_RS21485	NZ_CP009273.1	4352553	4353125	-	573	637	983	597	823	581	830	692	591	629	1239	593	755	1017	969
BW25113_RS21490	NZ_CP009273.1	4353165	4354859	-	1695	1481	2355	1398	1866	1419	1969	1049	900	1109	1929	990	942	1547	1521
